visit_id,cookie_id,page_id,event_type,sequence_number,event_time
51758f,10e60b,13,3,10,"2020-03-27 08:09:07"
c82e0c,0654dd,1,1,1,"2020-03-09 00:43:19"
c82e0c,0654dd,6,1,2,"2020-03-09 00:43:42"
c82e0c,0654dd,11,1,3,"2020-03-09 00:43:45"
c82e0c,0654dd,11,2,4,"2020-03-09 00:43:49"
918923,d1381a,1,1,1,"2020-04-23 05:02:12"
918923,d1381a,2,1,2,"2020-04-23 05:02:35"
918923,d1381a,4,1,3,"2020-04-23 05:03:24"
918923,d1381a,5,1,4,"2020-04-23 05:03:32"
918923,d1381a,6,1,5,"2020-04-23 05:04:20"
918923,d1381a,6,2,6,"2020-04-23 05:04:43"
918923,d1381a,11,1,7,"2020-04-23 05:04:54"
918923,d1381a,11,2,8,"2020-04-23 05:05:24"
918923,d1381a,12,1,9,"2020-04-23 05:06:10"
745c6c,c062a6,1,1,1,"2020-03-03 22:56:53"
745c6c,c062a6,3,1,2,"2020-03-03 22:57:09"
745c6c,c062a6,5,1,3,"2020-03-03 22:57:27"
745c6c,c062a6,5,2,4,"2020-03-03 22:57:38"
745c6c,c062a6,6,1,5,"2020-03-03 22:58:37"
745c6c,c062a6,6,2,6,"2020-03-03 22:58:44"
745c6c,c062a6,7,1,7,"2020-03-03 22:58:57"
745c6c,c062a6,12,1,8,"2020-03-03 22:59:36"
3c639c,d7ab2d,1,1,1,"2020-03-12 20:52:55"
3c639c,d7ab2d,2,1,2,"2020-03-12 20:53:20"
3c639c,d7ab2d,6,1,3,"2020-03-12 20:53:58"
3c639c,d7ab2d,7,1,4,"2020-03-12 20:54:15"
3c639c,d7ab2d,9,1,5,"2020-03-12 20:54:29"
3c639c,d7ab2d,9,2,6,"2020-03-12 20:54:38"
3c639c,d7ab2d,11,1,7,"2020-03-12 20:54:45"
3c639c,d7ab2d,12,1,8,"2020-03-12 20:55:03"
3c639c,d7ab2d,13,3,9,"2020-03-12 20:55:24"
49b6c5,ff589e,1,1,1,"2020-04-15 08:27:43"
49b6c5,ff589e,4,1,2,"2020-04-15 08:28:29"
49b6c5,ff589e,5,1,3,"2020-04-15 08:28:47"
49b6c5,ff589e,6,1,4,"2020-04-15 08:29:45"
49b6c5,ff589e,11,1,5,"2020-04-15 08:30:37"
49b6c5,ff589e,11,2,6,"2020-04-15 08:31:33"
49b6c5,ff589e,12,1,7,"2020-04-15 08:31:48"
49b6c5,ff589e,13,3,8,"2020-04-15 08:32:34"
1d9de5,21c1f3,1,1,1,"2020-02-09 16:26:42"
1d9de5,21c1f3,2,1,2,"2020-02-09 16:27:19"
1d9de5,21c1f3,7,1,3,"2020-02-09 16:28:18"
1d9de5,21c1f3,7,2,4,"2020-02-09 16:28:34"
1d9de5,21c1f3,11,1,5,"2020-02-09 16:29:04"
1d9de5,21c1f3,11,2,6,"2020-02-09 16:29:27"
1d9de5,21c1f3,12,1,7,"2020-02-09 16:29:29"
1d9de5,21c1f3,13,3,8,"2020-02-09 16:29:55"
7dfa28,2895d2,1,1,1,"2020-04-11 06:51:37"
7dfa28,2895d2,2,1,2,"2020-04-11 06:51:45"
7dfa28,2895d2,3,1,3,"2020-04-11 06:52:29"
7dfa28,2895d2,3,2,4,"2020-04-11 06:53:20"
7dfa28,2895d2,7,1,5,"2020-04-11 06:53:40"
7dfa28,2895d2,8,1,6,"2020-04-11 06:53:45"
7dfa28,2895d2,8,2,7,"2020-04-11 06:54:39"
7dfa28,2895d2,9,1,8,"2020-04-11 06:55:10"
7dfa28,2895d2,10,1,9,"2020-04-11 06:55:27"
7dfa28,2895d2,10,2,10,"2020-04-11 06:55:36"
7dfa28,2895d2,12,1,11,"2020-04-11 06:55:48"
335605,725803,1,1,1,"2020-02-24 20:38:11"
335605,725803,2,1,2,"2020-02-24 20:38:46"
335605,725803,3,1,3,"2020-02-24 20:39:15"
335605,725803,4,1,4,"2020-02-24 20:40:13"
335605,725803,5,1,5,"2020-02-24 20:41:11"
335605,725803,6,1,6,"2020-02-24 20:41:34"
335605,725803,7,1,7,"2020-02-24 20:41:46"
335605,725803,7,2,8,"2020-02-24 20:42:43"
335605,725803,10,1,9,"2020-02-24 20:42:51"
335605,725803,11,1,10,"2020-02-24 20:43:25"
335605,725803,11,2,11,"2020-02-24 20:44:03"
335605,725803,12,1,12,"2020-02-24 20:44:38"
335605,725803,13,3,13,"2020-02-24 20:44:50"
7964c7,e2fea1,1,1,1,"2020-02-22 13:07:45"
7964c7,e2fea1,2,1,2,"2020-02-22 13:08:09"
7964c7,e2fea1,3,1,3,"2020-02-22 13:08:49"
7964c7,e2fea1,4,1,4,"2020-02-22 13:09:09"
7964c7,e2fea1,5,1,5,"2020-02-22 13:09:44"
7964c7,e2fea1,7,1,6,"2020-02-22 13:10:37"
7964c7,e2fea1,10,1,7,"2020-02-22 13:10:46"
7964c7,e2fea1,11,1,8,"2020-02-22 13:10:57"
651a40,2d04f6,1,1,1,"2020-02-29 10:33:53"
651a40,2d04f6,2,1,2,"2020-02-29 10:34:16"
651a40,2d04f6,3,1,3,"2020-02-29 10:35:15"
651a40,2d04f6,4,1,4,"2020-02-29 10:35:44"
651a40,2d04f6,4,2,5,"2020-02-29 10:35:45"
651a40,2d04f6,10,1,6,"2020-02-29 10:36:08"
651a40,2d04f6,11,1,7,"2020-02-29 10:36:59"
651a40,2d04f6,11,2,8,"2020-02-29 10:37:28"
651a40,2d04f6,12,1,9,"2020-02-29 10:38:11"
330557,a5eabc,1,1,1,"2020-02-21 23:43:41"
330557,a5eabc,3,1,2,"2020-02-21 23:43:46"
330557,a5eabc,3,2,3,"2020-02-21 23:44:15"
330557,a5eabc,9,1,4,"2020-02-21 23:44:25"
330557,a5eabc,10,1,5,"2020-02-21 23:44:54"
330557,a5eabc,12,1,6,"2020-02-21 23:45:47"
330557,a5eabc,13,3,7,"2020-02-21 23:46:05"
c91b3c,bd3e41,1,1,1,"2020-03-22 05:47:09"
c91b3c,bd3e41,2,1,2,"2020-03-22 05:47:17"
c91b3c,bd3e41,6,1,3,"2020-03-22 05:47:49"
c91b3c,bd3e41,7,1,4,"2020-03-22 05:48:46"
c91b3c,bd3e41,9,1,5,"2020-03-22 05:49:42"
c91b3c,bd3e41,9,2,6,"2020-03-22 05:49:51"
c91b3c,bd3e41,11,1,7,"2020-03-22 05:50:04"
c91b3c,bd3e41,12,1,8,"2020-03-22 05:50:30"
c91b3c,bd3e41,13,3,9,"2020-03-22 05:50:37"
1c9400,5725df,1,1,1,"2020-03-22 00:21:40"
1c9400,5725df,2,1,2,"2020-03-22 00:21:57"
1c9400,5725df,3,1,3,"2020-03-22 00:22:04"
1c9400,5725df,3,2,4,"2020-03-22 00:22:46"
1c9400,5725df,4,1,5,"2020-03-22 00:23:10"
1c9400,5725df,4,2,6,"2020-03-22 00:23:37"
1c9400,5725df,7,1,7,"2020-03-22 00:24:25"
1c9400,5725df,8,1,8,"2020-03-22 00:24:28"
1c9400,5725df,9,1,9,"2020-03-22 00:25:07"
1c9400,5725df,10,1,10,"2020-03-22 00:25:46"
1c9400,5725df,12,1,11,"2020-03-22 00:25:47"
1c9400,5725df,13,3,12,"2020-03-22 00:26:04"
da20b9,cf0e35,1,1,1,"2020-03-03 08:02:56"
da20b9,cf0e35,2,1,2,"2020-03-03 08:02:56"
da20b9,cf0e35,3,1,3,"2020-03-03 08:03:27"
da20b9,cf0e35,3,2,4,"2020-03-03 08:03:27"
da20b9,cf0e35,4,1,5,"2020-03-03 08:04:19"
da20b9,cf0e35,4,2,6,"2020-03-03 08:04:48"
da20b9,cf0e35,7,1,7,"2020-03-03 08:05:33"
da20b9,cf0e35,8,1,8,"2020-03-03 08:06:28"
da20b9,cf0e35,8,2,9,"2020-03-03 08:06:38"
da20b9,cf0e35,10,1,10,"2020-03-03 08:06:59"
da20b9,cf0e35,10,2,11,"2020-03-03 08:07:22"
da20b9,cf0e35,11,1,12,"2020-03-03 08:08:17"
da20b9,cf0e35,11,2,13,"2020-03-03 08:08:46"
da20b9,cf0e35,12,1,14,"2020-03-03 08:08:46"
da20b9,cf0e35,13,3,15,"2020-03-03 08:09:40"
25e43f,0b2c22,1,1,1,"2020-04-17 18:35:19"
25e43f,0b2c22,2,1,2,"2020-04-17 18:36:03"
25e43f,0b2c22,7,1,3,"2020-04-17 18:36:54"
25e43f,0b2c22,7,2,4,"2020-04-17 18:36:55"
25e43f,0b2c22,8,1,5,"2020-04-17 18:37:48"
25e43f,0b2c22,8,2,6,"2020-04-17 18:38:12"
25e43f,0b2c22,12,1,7,"2020-04-17 18:38:30"
25e43f,0b2c22,13,3,8,"2020-04-17 18:38:32"
eabfa5,bf07c1,1,1,1,"2020-03-20 20:39:20"
eabfa5,bf07c1,2,1,2,"2020-03-20 20:39:37"
eabfa5,bf07c1,3,1,3,"2020-03-20 20:40:34"
eabfa5,bf07c1,6,1,4,"2020-03-20 20:41:09"
eabfa5,bf07c1,8,1,5,"2020-03-20 20:41:29"
eabfa5,bf07c1,8,2,6,"2020-03-20 20:42:08"
eabfa5,bf07c1,10,1,7,"2020-03-20 20:42:11"
eabfa5,bf07c1,11,1,8,"2020-03-20 20:42:15"
eabfa5,bf07c1,11,2,9,"2020-03-20 20:43:01"
d4607f,f4c5d6,1,1,1,"2020-03-21 04:20:47"
d4607f,f4c5d6,2,1,2,"2020-03-21 04:21:25"
d4607f,f4c5d6,4,1,3,"2020-03-21 04:22:14"
d4607f,f4c5d6,9,1,4,"2020-03-21 04:22:56"
d4607f,f4c5d6,10,1,5,"2020-03-21 04:23:04"
364c04,19450a,1,1,1,"2020-05-05 05:42:46"
364c04,19450a,2,1,2,"2020-05-05 05:43:16"
364c04,19450a,3,1,3,"2020-05-05 05:44:14"
364c04,19450a,3,2,4,"2020-05-05 05:45:02"
364c04,19450a,7,1,5,"2020-05-05 05:45:54"
364c04,19450a,12,1,6,"2020-05-05 05:46:47"
364c04,19450a,13,3,7,"2020-05-05 05:46:52"
315537,13b038,1,1,1,"2020-03-12 15:18:42"
315537,13b038,2,1,2,"2020-03-12 15:19:29"
315537,13b038,4,1,3,"2020-03-12 15:20:08"
315537,13b038,6,1,4,"2020-03-12 15:21:02"
315537,13b038,7,1,5,"2020-03-12 15:21:59"
315537,13b038,7,2,6,"2020-03-12 15:22:48"
315537,13b038,9,1,7,"2020-03-12 15:23:42"
315537,13b038,9,2,8,"2020-03-12 15:24:21"
315537,13b038,10,1,9,"2020-03-12 15:25:03"
315537,13b038,10,2,10,"2020-03-12 15:25:52"
315537,13b038,12,1,11,"2020-03-12 15:26:21"
315537,13b038,13,3,12,"2020-03-12 15:27:01"
15999c,718f49,1,1,1,"2020-03-15 13:57:52"
15999c,718f49,2,1,2,"2020-03-15 13:58:06"
15999c,718f49,3,1,3,"2020-03-15 13:58:06"
15999c,718f49,3,2,4,"2020-03-15 13:58:33"
15999c,718f49,6,1,5,"2020-03-15 13:58:55"
15999c,718f49,7,1,6,"2020-03-15 13:59:08"
15999c,718f49,9,1,7,"2020-03-15 13:59:13"
15999c,718f49,9,2,8,"2020-03-15 13:59:43"
15999c,718f49,11,1,9,"2020-03-15 14:00:03"
670a9f,569a46,1,1,1,"2020-03-19 12:36:24"
670a9f,569a46,2,1,2,"2020-03-19 12:37:04"
670a9f,569a46,3,1,3,"2020-03-19 12:38:04"
670a9f,569a46,3,2,4,"2020-03-19 12:38:55"
670a9f,569a46,4,1,5,"2020-03-19 12:39:37"
670a9f,569a46,4,2,6,"2020-03-19 12:40:15"
670a9f,569a46,8,1,7,"2020-03-19 12:40:19"
670a9f,569a46,9,1,8,"2020-03-19 12:40:36"
670a9f,569a46,9,2,9,"2020-03-19 12:41:22"
670a9f,569a46,10,1,10,"2020-03-19 12:41:49"
670a9f,569a46,10,2,11,"2020-03-19 12:42:34"
670a9f,569a46,11,1,12,"2020-03-19 12:43:10"
670a9f,569a46,12,1,13,"2020-03-19 12:44:03"
670a9f,569a46,13,3,14,"2020-03-19 12:44:47"
eb0355,f0259d,1,1,1,"2020-03-25 10:32:18"
eb0355,f0259d,2,1,2,"2020-03-25 10:33:01"
eb0355,f0259d,3,1,3,"2020-03-25 10:33:04"
eb0355,f0259d,3,2,4,"2020-03-25 10:33:58"
eb0355,f0259d,4,1,5,"2020-03-25 10:34:54"
eb0355,f0259d,4,2,6,"2020-03-25 10:35:13"
eb0355,f0259d,5,1,7,"2020-03-25 10:35:13"
eb0355,f0259d,5,2,8,"2020-03-25 10:35:36"
eb0355,f0259d,9,1,9,"2020-03-25 10:36:08"
eb0355,f0259d,9,2,10,"2020-03-25 10:36:28"
eb0355,f0259d,12,1,11,"2020-03-25 10:37:25"
c4057e,a5391b,1,1,1,"2020-03-17 18:00:56"
c4057e,a5391b,3,1,2,"2020-03-17 18:01:10"
c4057e,a5391b,3,2,3,"2020-03-17 18:01:55"
c4057e,a5391b,5,1,4,"2020-03-17 18:02:45"
c4057e,a5391b,10,1,5,"2020-03-17 18:03:15"
c4057e,a5391b,12,1,6,"2020-03-17 18:04:11"
c4057e,a5391b,13,3,7,"2020-03-17 18:04:22"
afeea1,d0b56a,1,1,1,"2020-02-03 23:51:40"
afeea1,d0b56a,2,1,2,"2020-02-03 23:52:38"
afeea1,d0b56a,3,1,3,"2020-02-03 23:53:17"
afeea1,d0b56a,3,2,4,"2020-02-03 23:54:12"
afeea1,d0b56a,7,1,5,"2020-02-03 23:54:27"
afeea1,d0b56a,12,1,6,"2020-02-03 23:55:27"
afeea1,d0b56a,13,3,7,"2020-02-03 23:56:07"
0f619f,4d02a1,1,1,1,"2020-01-21 15:02:43"
0f619f,4d02a1,2,1,2,"2020-01-21 15:03:20"
0f619f,4d02a1,3,1,3,"2020-01-21 15:03:23"
0f619f,4d02a1,3,2,4,"2020-01-21 15:03:55"
0f619f,4d02a1,6,1,5,"2020-01-21 15:04:01"
0f619f,4d02a1,7,1,6,"2020-01-21 15:04:43"
0f619f,4d02a1,7,2,7,"2020-01-21 15:05:23"
0f619f,4d02a1,8,1,8,"2020-01-21 15:06:12"
0f619f,4d02a1,9,1,9,"2020-01-21 15:07:08"
0f619f,4d02a1,12,1,10,"2020-01-21 15:07:49"
0f619f,4d02a1,13,3,11,"2020-01-21 15:08:27"
378545,5667ad,1,1,1,"2020-02-02 05:18:32"
378545,5667ad,7,1,2,"2020-02-02 05:19:14"
378545,5667ad,8,1,3,"2020-02-02 05:19:19"
378545,5667ad,8,2,4,"2020-02-02 05:19:20"
378545,5667ad,11,1,5,"2020-02-02 05:19:43"
378545,5667ad,11,2,6,"2020-02-02 05:20:29"
378545,5667ad,12,1,7,"2020-02-02 05:21:16"
378545,5667ad,13,3,8,"2020-02-02 05:22:11"
b2f523,3b5a90,1,1,1,"2020-02-21 11:00:22"
b2f523,3b5a90,2,1,2,"2020-02-21 11:00:26"
b2f523,3b5a90,3,1,3,"2020-02-21 11:00:30"
b2f523,3b5a90,3,2,4,"2020-02-21 11:01:02"
b2f523,3b5a90,4,1,5,"2020-02-21 11:01:31"
b2f523,3b5a90,4,2,6,"2020-02-21 11:02:26"
b2f523,3b5a90,8,1,7,"2020-02-21 11:02:45"
b2f523,3b5a90,10,1,8,"2020-02-21 11:03:31"
b2f523,3b5a90,10,2,9,"2020-02-21 11:03:34"
b2f523,3b5a90,12,1,10,"2020-02-21 11:03:59"
b2f523,3b5a90,13,3,11,"2020-02-21 11:04:13"
616868,bac1e1,1,1,1,"2020-03-30 07:48:15"
616868,bac1e1,2,1,2,"2020-03-30 07:49:07"
616868,bac1e1,3,1,3,"2020-03-30 07:49:19"
616868,bac1e1,4,1,4,"2020-03-30 07:49:57"
616868,bac1e1,7,1,5,"2020-03-30 07:50:07"
616868,bac1e1,7,2,6,"2020-03-30 07:50:41"
616868,bac1e1,8,1,7,"2020-03-30 07:51:40"
616868,bac1e1,9,1,8,"2020-03-30 07:52:03"
616868,bac1e1,10,1,9,"2020-03-30 07:52:13"
616868,bac1e1,10,2,10,"2020-03-30 07:52:28"
616868,bac1e1,11,1,11,"2020-03-30 07:52:42"
616868,bac1e1,12,1,12,"2020-03-30 07:53:30"
10f4a9,f28438,1,1,1,"2020-03-06 07:22:50"
10f4a9,f28438,2,1,2,"2020-03-06 07:23:37"
10f4a9,f28438,3,1,3,"2020-03-06 07:23:54"
10f4a9,f28438,3,2,4,"2020-03-06 07:24:42"
10f4a9,f28438,5,1,5,"2020-03-06 07:24:45"
10f4a9,f28438,6,1,6,"2020-03-06 07:24:59"
10f4a9,f28438,6,2,7,"2020-03-06 07:25:39"
10f4a9,f28438,7,1,8,"2020-03-06 07:25:57"
10f4a9,f28438,8,1,9,"2020-03-06 07:26:31"
10f4a9,f28438,9,1,10,"2020-03-06 07:26:50"
10f4a9,f28438,10,1,11,"2020-03-06 07:26:55"
10f4a9,f28438,10,2,12,"2020-03-06 07:27:33"
10f4a9,f28438,11,1,13,"2020-03-06 07:27:52"
10f4a9,f28438,11,2,14,"2020-03-06 07:27:58"
10f4a9,f28438,12,1,15,"2020-03-06 07:28:08"
10f4a9,f28438,13,3,16,"2020-03-06 07:28:36"
db46d7,3eb392,1,1,1,"2020-03-09 14:56:56"
db46d7,3eb392,2,1,2,"2020-03-09 14:57:31"
db46d7,3eb392,3,1,3,"2020-03-09 14:57:33"
db46d7,3eb392,3,2,4,"2020-03-09 14:58:32"
db46d7,3eb392,6,1,5,"2020-03-09 14:58:36"
db46d7,3eb392,8,1,6,"2020-03-09 14:59:21"
db46d7,3eb392,11,1,7,"2020-03-09 14:59:22"
db46d7,3eb392,11,2,8,"2020-03-09 14:59:34"
db46d7,3eb392,12,1,9,"2020-03-09 14:59:41"
db46d7,3eb392,13,3,10,"2020-03-09 15:00:35"
a00d95,6df816,1,1,1,"2020-02-28 10:13:33"
a00d95,6df816,2,1,2,"2020-02-28 10:13:45"
a00d95,6df816,3,1,3,"2020-02-28 10:13:46"
a00d95,6df816,3,2,4,"2020-02-28 10:14:38"
a00d95,6df816,5,1,5,"2020-02-28 10:15:30"
a00d95,6df816,9,1,6,"2020-02-28 10:16:15"
a00d95,6df816,11,1,7,"2020-02-28 10:16:37"
a00d95,6df816,12,1,8,"2020-02-28 10:17:29"
a00d95,6df816,13,3,9,"2020-02-28 10:17:30"
9ab6c3,1e72dc,1,1,1,"2020-02-22 11:42:06"
9ab6c3,1e72dc,2,1,2,"2020-02-22 11:42:54"
9ab6c3,1e72dc,3,1,3,"2020-02-22 11:43:44"
9ab6c3,1e72dc,3,2,4,"2020-02-22 11:44:07"
9ab6c3,1e72dc,6,1,5,"2020-02-22 11:44:44"
9ab6c3,1e72dc,7,1,6,"2020-02-22 11:44:54"
9ab6c3,1e72dc,7,2,7,"2020-02-22 11:45:04"
9ab6c3,1e72dc,9,1,8,"2020-02-22 11:45:48"
9ab6c3,1e72dc,10,1,9,"2020-02-22 11:45:49"
9ab6c3,1e72dc,12,1,10,"2020-02-22 11:46:12"
5f3e03,642b76,1,1,1,"2020-04-01 11:35:42"
5f3e03,642b76,2,1,2,"2020-04-01 11:35:56"
5f3e03,642b76,4,1,3,"2020-04-01 11:36:00"
5f3e03,642b76,5,1,4,"2020-04-01 11:36:45"
5f3e03,642b76,5,2,5,"2020-04-01 11:37:06"
5f3e03,642b76,6,1,6,"2020-04-01 11:37:42"
5f3e03,642b76,8,1,7,"2020-04-01 11:38:09"
5f3e03,642b76,9,1,8,"2020-04-01 11:38:53"
5f3e03,642b76,12,1,9,"2020-04-01 11:39:10"
5f3e03,642b76,13,3,10,"2020-04-01 11:39:25"
ec771c,007c20,1,1,1,"2020-04-07 08:44:22"
ec771c,007c20,2,1,2,"2020-04-07 08:45:04"
ec771c,007c20,3,1,3,"2020-04-07 08:45:15"
ec771c,007c20,4,1,4,"2020-04-07 08:45:33"
ec771c,007c20,6,1,5,"2020-04-07 08:46:12"
ec771c,007c20,6,2,6,"2020-04-07 08:46:28"
ec771c,007c20,7,1,7,"2020-04-07 08:46:33"
ec771c,007c20,7,2,8,"2020-04-07 08:47:19"
ec771c,007c20,8,1,9,"2020-04-07 08:47:33"
ec771c,007c20,8,2,10,"2020-04-07 08:48:32"
ec771c,007c20,10,1,11,"2020-04-07 08:49:30"
ec771c,007c20,11,1,12,"2020-04-07 08:50:07"
ec771c,007c20,11,2,13,"2020-04-07 08:50:11"
ec771c,007c20,12,1,14,"2020-04-07 08:50:35"
ec771c,007c20,13,3,15,"2020-04-07 08:50:37"
61c4e8,879617,1,1,1,"2020-02-22 12:40:51"
61c4e8,879617,6,1,2,"2020-02-22 12:41:40"
61c4e8,879617,6,2,3,"2020-02-22 12:41:52"
61c4e8,879617,8,1,4,"2020-02-22 12:42:04"
61c4e8,879617,8,2,5,"2020-02-22 12:42:24"
61c4e8,879617,9,1,6,"2020-02-22 12:42:44"
61c4e8,879617,11,1,7,"2020-02-22 12:43:39"
61c4e8,879617,11,2,8,"2020-02-22 12:44:11"
61c4e8,879617,12,1,9,"2020-02-22 12:44:17"
61c4e8,879617,13,3,10,"2020-02-22 12:45:12"
04caa8,53f242,1,1,1,"2020-04-07 02:57:03"
04caa8,53f242,2,1,2,"2020-04-07 02:57:53"
04caa8,53f242,4,1,3,"2020-04-07 02:58:22"
04caa8,53f242,4,2,4,"2020-04-07 02:59:07"
04caa8,53f242,5,1,5,"2020-04-07 03:00:04"
04caa8,53f242,6,1,6,"2020-04-07 03:01:01"
04caa8,53f242,6,2,7,"2020-04-07 03:01:13"
04caa8,53f242,7,1,8,"2020-04-07 03:01:47"
04caa8,53f242,8,1,9,"2020-04-07 03:02:25"
04caa8,53f242,12,1,10,"2020-04-07 03:02:47"
04caa8,53f242,13,3,11,"2020-04-07 03:03:24"
e977cd,0be779,1,1,1,"2020-04-18 16:17:35"
e977cd,0be779,2,1,2,"2020-04-18 16:18:20"
e977cd,0be779,3,1,3,"2020-04-18 16:18:54"
e977cd,0be779,3,2,4,"2020-04-18 16:19:40"
e977cd,0be779,5,1,5,"2020-04-18 16:20:27"
e977cd,0be779,6,1,6,"2020-04-18 16:21:07"
e977cd,0be779,7,1,7,"2020-04-18 16:21:41"
e977cd,0be779,8,1,8,"2020-04-18 16:21:57"
e977cd,0be779,11,1,9,"2020-04-18 16:22:05"
e977cd,0be779,12,1,10,"2020-04-18 16:22:06"
22094a,70804f,1,1,1,"2020-02-22 22:01:34"
22094a,70804f,3,1,2,"2020-02-22 22:02:17"
22094a,70804f,3,2,3,"2020-02-22 22:02:56"
22094a,70804f,6,1,4,"2020-02-22 22:02:57"
22094a,70804f,11,1,5,"2020-02-22 22:03:05"
004aaf,b0240a,1,1,1,"2020-03-18 13:23:08"
004aaf,b0240a,2,1,2,"2020-03-18 13:23:38"
004aaf,b0240a,4,1,3,"2020-03-18 13:23:53"
004aaf,b0240a,5,1,4,"2020-03-18 13:24:26"
004aaf,b0240a,5,2,5,"2020-03-18 13:24:38"
004aaf,b0240a,9,1,6,"2020-03-18 13:24:43"
004aaf,b0240a,9,2,7,"2020-03-18 13:24:54"
004aaf,b0240a,12,1,8,"2020-03-18 13:25:04"
004aaf,b0240a,13,3,9,"2020-03-18 13:26:03"
94ae18,1312a7,1,1,1,"2020-03-07 15:57:40"
94ae18,1312a7,2,1,2,"2020-03-07 15:57:43"
94ae18,1312a7,3,1,3,"2020-03-07 15:58:34"
94ae18,1312a7,4,1,4,"2020-03-07 15:58:40"
94ae18,1312a7,4,2,5,"2020-03-07 15:59:13"
94ae18,1312a7,8,1,6,"2020-03-07 15:59:27"
94ae18,1312a7,8,2,7,"2020-03-07 15:59:45"
94ae18,1312a7,9,1,8,"2020-03-07 16:00:13"
94ae18,1312a7,10,1,9,"2020-03-07 16:00:17"
94ae18,1312a7,11,1,10,"2020-03-07 16:01:08"
94ae18,1312a7,12,1,11,"2020-03-07 16:01:58"
94ae18,1312a7,13,3,12,"2020-03-07 16:02:33"
19f871,886f15,1,1,1,"2020-03-01 20:03:22"
19f871,886f15,2,1,2,"2020-03-01 20:03:46"
19f871,886f15,3,1,3,"2020-03-01 20:04:11"
19f871,886f15,3,2,4,"2020-03-01 20:04:45"
19f871,886f15,4,1,5,"2020-03-01 20:05:38"
19f871,886f15,5,1,6,"2020-03-01 20:06:09"
19f871,886f15,6,1,7,"2020-03-01 20:07:04"
19f871,886f15,6,2,8,"2020-03-01 20:07:39"
19f871,886f15,7,1,9,"2020-03-01 20:08:19"
19f871,886f15,9,1,10,"2020-03-01 20:09:12"
19f871,886f15,11,1,11,"2020-03-01 20:09:32"
19f871,886f15,12,1,12,"2020-03-01 20:09:42"
eb5d77,79dcb4,1,1,1,"2020-04-02 07:24:03"
eb5d77,79dcb4,2,1,2,"2020-04-02 07:24:46"
eb5d77,79dcb4,4,1,3,"2020-04-02 07:25:33"
eb5d77,79dcb4,4,2,4,"2020-04-02 07:26:08"
eb5d77,79dcb4,7,1,5,"2020-04-02 07:27:00"
eb5d77,79dcb4,8,1,6,"2020-04-02 07:27:11"
eb5d77,79dcb4,8,2,7,"2020-04-02 07:27:29"
eb5d77,79dcb4,9,1,8,"2020-04-02 07:28:00"
eb5d77,79dcb4,9,2,9,"2020-04-02 07:28:01"
eb5d77,79dcb4,10,1,10,"2020-04-02 07:28:48"
eb5d77,79dcb4,10,2,11,"2020-04-02 07:29:40"
eb5d77,79dcb4,11,1,12,"2020-04-02 07:30:25"
eb5d77,79dcb4,11,2,13,"2020-04-02 07:30:52"
eb5d77,79dcb4,12,1,14,"2020-04-02 07:31:29"
eb5d77,79dcb4,13,3,15,"2020-04-02 07:32:10"
247a27,b2d0ec,1,1,1,"2020-04-03 04:58:57"
247a27,b2d0ec,2,1,2,"2020-04-03 04:59:19"
247a27,b2d0ec,5,1,3,"2020-04-03 04:59:58"
247a27,b2d0ec,5,2,4,"2020-04-03 05:00:54"
247a27,b2d0ec,7,1,5,"2020-04-03 05:01:33"
247a27,b2d0ec,7,2,6,"2020-04-03 05:02:02"
247a27,b2d0ec,12,1,7,"2020-04-03 05:02:34"
247a27,b2d0ec,13,3,8,"2020-04-03 05:02:38"
ef4da2,ec9947,1,1,1,"2020-02-03 23:48:34"
ef4da2,ec9947,2,1,2,"2020-02-03 23:48:58"
ef4da2,ec9947,3,1,3,"2020-02-03 23:49:08"
ef4da2,ec9947,3,2,4,"2020-02-03 23:49:46"
ef4da2,ec9947,4,1,5,"2020-02-03 23:50:36"
ef4da2,ec9947,4,2,6,"2020-02-03 23:50:59"
ef4da2,ec9947,5,1,7,"2020-02-03 23:51:30"
ef4da2,ec9947,5,2,8,"2020-02-03 23:51:33"
ef4da2,ec9947,7,1,9,"2020-02-03 23:52:06"
ef4da2,ec9947,7,2,10,"2020-02-03 23:52:38"
ef4da2,ec9947,10,1,11,"2020-02-03 23:53:38"
ef4da2,ec9947,12,1,12,"2020-02-03 23:53:42"
ef4da2,ec9947,13,3,13,"2020-02-03 23:54:29"
83f7e4,ba275f,1,1,1,"2020-02-26 23:15:06"
83f7e4,ba275f,3,1,2,"2020-02-26 23:15:46"
83f7e4,ba275f,3,2,3,"2020-02-26 23:15:47"
83f7e4,ba275f,4,1,4,"2020-02-26 23:15:56"
83f7e4,ba275f,4,2,5,"2020-02-26 23:16:19"
83f7e4,ba275f,8,1,6,"2020-02-26 23:16:48"
83f7e4,ba275f,8,2,7,"2020-02-26 23:17:11"
83f7e4,ba275f,12,1,8,"2020-02-26 23:18:07"
61d259,26e8e9,1,1,1,"2020-02-02 14:15:02"
61d259,26e8e9,2,1,2,"2020-02-02 14:15:20"
61d259,26e8e9,5,1,3,"2020-02-02 14:15:55"
61d259,26e8e9,6,1,4,"2020-02-02 14:16:26"
61d259,26e8e9,8,1,5,"2020-02-02 14:17:24"
61d259,26e8e9,9,1,6,"2020-02-02 14:17:37"
